"UNKNOWN" "UNKNOWN" "Name" "No."
"667" "2010" " 67" "Sofia" "60"
"668" "2010" " 68" "Alyssa" "60"
"669" "2010" " 69" "Anna" "59"
"670" "2010" " 70" "Poppy" "58"
"671" "2010" " 71" "Isabel" "58"
"672" "2010" " 72" "Mikayla" "57"
"673" "2010" " 73" "Victoria" "57"
"674" "2010" " 74" "Millie" "56"
"675" "2010" " 75" "Danielle" "55"
"676" "2010" " 76" "Harmony" "54"
"677" "2010" " 77" "Ayla" "54"
"678" "2010" " 78" "Matilda" "53"
"679" "2010" " 79" "Aria" "52"
"680" "2010" " 80" "Mackenzie" "51"
"681" "2010" " 81" "Olive" "51"
"682" "2010" " 82" "Hazel" "51"
"683" "2010" " 83" "Willow" "50"
"684" "2010" " 84" "Mila" "50"
"685" "2010" " 85" "Daisy" "49"
"686" "2010" " 86" "Lola" "49"
"687" "2010" " 87" "Layla" "48"
"688" "2010" " 88" "Savannah" "47"
"689" "2010" " 89" "Natalie" "47"
"690" "2010" " 90" "Lucia" "46"
"691" "2010" " 91" "Maya" "46"
"692" "2010" " 92" "Katelyn" "45"
"693" "2010" " 93" "Piper" "45"
"694" "2010" " 94" "Faith" "45"
"695" "2010" " 95" "Pippa" "44"
"696" "2010" " 96" "Payton" "44"
"697" "2010" " 97" "Rebecca" "44"
"698" "2010" " 98" "Tessa" "44"
"699" "2010" " 99" "Ivy" "43"
"700" "2010" "100" "Imogen" "43"
"701" "2011" "  1" "Ruby" "335"
"702" "2011" "  2" "Olivia" "324"
"703" "2011" "  3" "Sophie" "309"
"704" "2011" "  4" "Isabella" "277"
"705" "2011" "  5" "Charlotte" "258"
"706" "2011" "  6" "Grace" "246"
"707" "2011" "  7" "Ella" "243"
"708" "2011" "  8" "Lily" "241"
"709" "2011" "  9" "Emily" "231"
"710" "2011" " 10" "Amelia" "227"
"711" "2011" " 11" "Chloe" "220"
"712" "2011" " 12" "Ava" "205"
"713" "2011" " 13" "Isla" "198"
"714" "2011" " 14" "Emma" "189"
"715" "2011" " 15" "Sophia" "179"
"716" "2011" " 16" "Zoe" "175"
"717" "2011" " 17" "Lucy" "169"
"718" "2011" " 18" "Mia" "165"
"719" "2011" " 19" "Paige" "152"
"720" "2011" " 20" "Madison" "151"
"721" "2011" " 21" "Georgia" "145"
"722" "2011" " 22" "Jessica" "142"
"723" "2011" " 23" "Hannah" "132"
"724" "2011" " 24" "Eva" "124"
"725" "2011" " 25" "Sienna" "123"
"726" "2011" " 26" "Bella" "119"
"727" "2011" " 27" "Holly" "108"
"728" "2011" " 28" "Summer" "107"
"729" "2011" " 29" "Stella" "106"
"730" "2011" " 30" "Alexis" "105"
"731" "2011" " 31" "Mila" "104"
"732" "2011" " 32" "Maia" "100"
"733" "2011" " 33" "Abigail" "96"
"734" "2011" " 34" "Eden" "96"
"735" "2011" " 35" "Elizabeth" "91"
"736" "2011" " 36" "Samantha" "85"
"737" "2011" " 37" "Isabelle" "85"
"738" "2011" " 38" "Nevaeh" "84"
"739" "2011" " 39" "Lilly" "84"
"740" "2011" " 40" "Maddison" "84"
"741" "2011" " 41" "Zara" "83"
"742" "2011" " 42" "Sarah" "83"
"743" "2011" " 43" "Anna" "82"
"744" "2011" " 44" "Alice" "81"
"745" "2011" " 45" "Amber" "80"
"746" "2011" " 46" "Addison" "80"
"747" "2011" " 47" "Sofia" "79"
"748" "2011" " 48" "Brooke" "79"
"749" "2011" " 49" "Mackenzie" "79"
"750" "2011" " 50" "Scarlett" "76"
"751" "2011" " 51" "Jade" "76"
"752" "2011" " 52" "Mikayla" "75"
"753" "2011" " 53" "Molly" "72"
"754" "2011" " 54" "Kayla" "72"
"755" "2011" " 55" "Hazel" "71"
"756" "2011" " 56" "Leah" "71"
"757" "2011" " 57" "Alyssa" "68"
"758" "2011" " 58" "Kate" "65"
"759" "2011" " 59" "Jasmine" "64"
"760" "2011" " 60" "Taylor" "62"
"761" "2011" " 61" "Willow" "62"
"762" "2011" " 62" "Aaliyah" "62"
"763" "2011" " 63" "Pippa" "61"
"764" "2011" " 64" "Brooklyn" "60"
"765" "2011" " 65" "Phoebe" "60"
"766" "2011" " 66" "Faith" "58"
"767" "2011" " 67" "Caitlin" "58"
"768" "2011" " 68" "Annabelle" "58"
"769" "2011" " 69" "Aria" "58"
"770" "2011" " 70" "Violet" "57"
"771" "2011" " 71" "Amy" "57"
"772" "2011" " 72" "Peyton" "57"
"773" "2011" " 73" "Hayley" "56"
"774" "2011" " 74" "Isabel" "56"
"775" "2011" " 75" "Olive" "55"
"776" "2011" " 76" "Ayla" "54"
"777" "2011" " 77" "Poppy" "54"
"778" "2011" " 78" "Katie" "53"
"779" "2011" " 79" "Manaia" "52"
"780" "2011" " 80" "Keira" "51"
"781" "2011" " 81" "Evelyn" "51"
"782" "2011" " 82" "Savannah" "49"
"783" "2011" " 83" "Ellie" "49"
"784" "2011" " 84" "Alexandra" "49"
"785" "2011" " 85" "Rebecca" "48"
"786" "2011" " 86" "Layla" "48"
"787" "2011" " 87" "Elise" "48"
"788" "2011" " 88" "Natalie" "48"
"789" "2011" " 89" "Victoria" "48"
"790" "2011" " 90" "Tayla" "48"
"791" "2011" " 91" "Angel" "47"
"792" "2011" " 92" "Millie" "46"
"793" "2011" " 93" "Lucia" "45"
"794" "2011" " 94" "Nina" "44"
"795" "2011" " 95" "Sasha" "44"
"796" "2011" " 96" "Maria" "44"
"797" "2011" " 97" "Lauren" "44"
"798" "2011" " 98" "Khloe" "43"
"799" "2011" " 99" "Isobel" "43"
"800" "2011" "100" "Ariana" "43"
